tenure,InternetService,OnlineSecurity,TechSupport,Contract,MonthlyCharges,Churn
3,DSL,No,No,Month-to-month,25,No
58,No,No internet service,No internet service,Two year,20.3,No
6,No,No internet service,No internet service,Month-to-month,26.35,No
1,No,No internet service,No internet service,Month-to-month,19.9,Yes
22,DSL,No,No,Month-to-month,54.7,No
14,DSL,No,No,Month-to-month,46.35,Yes
64,Fiber optic,No,No,One year,90.25,No
1,No,No internet service,No internet service,Month-to-month,19.95,Yes
6,No,No internet service,No internet service,Month-to-month,20.65,No
1,Fiber optic,No,No,Month-to-month,79.6,Yes
39,No,No internet service,No internet service,One year,25.45,No
20,No,No internet service,No internet service,One year,19.5,No
1,Fiber optic,No,Yes,Month-to-month,75.9,Yes
1,Fiber optic,No,No,Month-to-month,76.2,Yes
64,DSL,Yes,No,One year,66.15,No
1,No,No internet service,No internet service,Month-to-month,19.25,Yes
46,DSL,No,No,Month-to-month,69.1,No
28,DSL,No,No,One year,39.1,No
33,No,No internet service,No internet service,Month-to-month,20.05,No
39,DSL,Yes,No,One year,59.8,No
42,Fiber optic,No,Yes,Month-to-month,84.3,Yes
1,DSL,No,No,Month-to-month,48.6,No
7,Fiber optic,No,No,Month-to-month,79,Yes
70,Fiber optic,Yes,No,Two year,105.35,No
65,No,No internet service,No internet service,Two year,25.1,No
1,DSL,Yes,No,Month-to-month,49.75,No
18,Fiber optic,No,No,Month-to-month,94.75,No
24,Fiber optic,No,No,Month-to-month,93,No
63,DSL,Yes,Yes,Two year,71.9,No
44,DSL,No,No,One year,77.55,No
4,No,No internet service,No internet service,Month-to-month,19.85,No
1,Fiber optic,No,No,Month-to-month,70.25,Yes
37,Fiber optic,No,No,Month-to-month,95.25,No
10,Fiber optic,No,No,Month-to-month,84.6,Yes
34,DSL,No,No,Month-to-month,25.05,No
35,DSL,Yes,No,One year,53.15,No
4,No,No internet service,No internet service,Month-to-month,20.15,No
39,Fiber optic,No,Yes,Month-to-month,101.25,No
43,Fiber optic,No,No,One year,100.55,No
17,No,No internet service,No internet service,Month-to-month,24.1,Yes
61,No,No internet service,No internet service,Two year,25.3,No
49,DSL,Yes,No,One year,71.8,No
4,No,No internet service,No internet service,One year,19.7,No
64,DSL,No,Yes,Two year,49.85,No
3,Fiber optic,No,No,Month-to-month,69.6,No
1,No,No internet service,No internet service,Month-to-month,19.75,No
40,Fiber optic,No,No,One year,80.8,No
1,DSL,Yes,Yes,Month-to-month,60,Yes
8,Fiber optic,No,No,Month-to-month,86.55,Yes
1,No,No internet service,No internet service,Month-to-month,20.85,Yes
34,DSL,No,Yes,One year,64.2,No
1,DSL,No,No,Month-to-month,35,No
39,DSL,No,No,Month-to-month,50.75,Yes
58,Fiber optic,Yes,Yes,One year,105.5,Yes
45,No,No internet service,No internet service,Two year,19.2,No
6,Fiber optic,Yes,No,Month-to-month,85.15,Yes
43,Fiber optic,Yes,Yes,One year,90.65,No
41,No,No internet service,No internet service,Two year,20,No
5,Fiber optic,No,No,Month-to-month,74.65,No
72,DSL,Yes,Yes,Two year,61.2,No
4,No,No internet service,No internet service,One year,19.95,No
9,DSL,No,Yes,Month-to-month,54.8,No
72,DSL,No,No,Two year,73.45,No
33,DSL,No,Yes,One year,51.45,No
72,Fiber optic,Yes,No,Two year,80.45,No
22,DSL,Yes,Yes,Month-to-month,54.2,Yes
70,Fiber optic,No,Yes,One year,109.5,Yes
21,Fiber optic,No,No,Month-to-month,104.4,Yes
15,Fiber optic,No,No,Month-to-month,85.3,No
29,Fiber optic,No,Yes,Month-to-month,79.3,No
15,DSL,No,Yes,Month-to-month,76.5,No
71,Fiber optic,Yes,No,Month-to-month,105.1,Yes
72,No,No internet service,No internet service,Two year,25.4,No
19,Fiber optic,No,No,Month-to-month,86.85,No
1,No,No internet service,No internet service,Month-to-month,19.65,No
1,Fiber optic,No,No,Month-to-month,75.7,Yes
2,DSL,No,No,Month-to-month,45.55,No
11,Fiber optic,No,No,Month-to-month,78.1,No
12,No,No internet service,No internet service,One year,19.3,No
70,Fiber optic,No,Yes,Two year,110.5,No
20,Fiber optic,No,No,Month-to-month,90.8,Yes
23,No,No internet service,No internet service,Month-to-month,20.3,No
49,DSL,Yes,Yes,Two year,81.35,No
4,Fiber optic,No,No,Month-to-month,97.95,Yes
32,Fiber optic,Yes,Yes,Month-to-month,108.15,Yes
2,DSL,No,No,Month-to-month,55.3,No
69,DSL,Yes,No,Two year,56.55,No
6,Fiber optic,No,No,Month-to-month,80.5,Yes
24,No,No internet service,No internet service,Two year,19.7,No
32,Fiber optic,No,No,One year,104.05,No
27,DSL,Yes,No,Two year,52.85,No
27,Fiber optic,Yes,Yes,Month-to-month,104.3,Yes
58,Fiber optic,No,Yes,Month-to-month,80.65,No
1,Fiber optic,No,No,Month-to-month,71.35,Yes
18,No,No internet service,No internet service,Two year,24.65,No
47,No,No internet service,No internet service,Two year,21.3,No
70,Fiber optic,No,Yes,Two year,110.2,No
13,Fiber optic,No,Yes,Month-to-month,89.4,Yes
36,DSL,Yes,No,Month-to-month,51.05,No
67,No,No internet service,No internet service,Two year,19.8,No
10,No,No internet service,No internet service,Month-to-month,19.9,No
19,Fiber optic,Yes,No,Month-to-month,87.3,No
71,No,No internet service,No internet service,Two year,19.85,No
72,DSL,Yes,Yes,Two year,89.4,No
48,No,No internet service,No internet service,Two year,20,No
1,No,No internet service,No internet service,Month-to-month,20.05,No
18,DSL,Yes,Yes,Month-to-month,83.25,No
1,No,No internet service,No internet service,Month-to-month,20.6,Yes
67,Fiber optic,No,Yes,Two year,102.9,No
69,DSL,Yes,Yes,Two year,39.1,No
19,Fiber optic,No,No,Month-to-month,99.95,Yes
72,Fiber optic,Yes,Yes,Two year,114.5,No
38,No,No internet service,No internet service,Two year,20.2,No
40,DSL,No,No,One year,55.8,No
61,No,No internet service,No internet service,Two year,24.2,No
10,Fiber optic,No,No,Month-to-month,81,Yes
32,DSL,Yes,Yes,One year,72.8,No
21,Fiber optic,No,No,Month-to-month,99.85,No
59,Fiber optic,No,No,One year,99.5,No
13,Fiber optic,No,No,Month-to-month,70.15,Yes
47,No,No internet service,No internet service,Two year,20.25,No
69,No,No internet service,No internet service,Two year,26,No
2,No,No internet service,No internet service,Month-to-month,19.9,No
22,No,No internet service,No internet service,Month-to-month,19.05,No
15,Fiber optic,Yes,No,Month-to-month,96.5,No
53,No,No internet service,No internet service,Two year,19.85,No
28,No,No internet service,No internet service,Month-to-month,25.7,No
22,No,No internet service,No internet service,One year,20.3,No
1,Fiber optic,No,No,Month-to-month,70.15,Yes
16,Fiber optic,No,Yes,Month-to-month,91.55,No
48,DSL,Yes,Yes,Two year,39.4,No
30,Fiber optic,Yes,Yes,Month-to-month,105.7,No
3,Fiber optic,No,No,Month-to-month,70.25,No
57,Fiber optic,Yes,Yes,Two year,93.75,No
68,Fiber optic,Yes,No,One year,96.55,Yes
23,DSL,No,Yes,One year,60,No
65,DSL,No,Yes,Two year,59.8,No
44,Fiber optic,No,No,One year,90.65,No
71,Fiber optic,Yes,No,Two year,109,No
37,DSL,Yes,Yes,One year,68.1,No
12,No,No internet service,No internet service,Month-to-month,20.4,No
69,DSL,No,Yes,Two year,81.95,No
35,DSL,Yes,No,Month-to-month,60.55,No
5,DSL,No,Yes,Month-to-month,65.6,No
58,Fiber optic,No,No,Two year,82.5,No
72,DSL,Yes,Yes,Two year,82.3,No
72,DSL,Yes,Yes,Two year,68.15,No
1,No,No internet service,No internet service,Month-to-month,20.3,No
39,Fiber optic,Yes,Yes,One year,95.55,Yes
53,No,No internet service,No internet service,One year,20.2,No
27,Fiber optic,No,Yes,Month-to-month,89.2,No
1,Fiber optic,No,No,Month-to-month,69.65,Yes
1,Fiber optic,No,No,Month-to-month,89.3,Yes
18,Fiber optic,Yes,No,Month-to-month,74.8,No
46,No,No internet service,No internet service,Two year,20.2,No
72,DSL,Yes,Yes,Two year,84.4,No
36,Fiber optic,No,Yes,Month-to-month,87.55,Yes
4,DSL,No,No,Month-to-month,25.15,No
25,No,No internet service,No internet service,Two year,19.8,No
40,DSL,No,No,Month-to-month,50.85,No
63,Fiber optic,No,No,Month-to-month,102.4,No
15,Fiber optic,Yes,Yes,Month-to-month,96.3,Yes
14,DSL,No,No,Month-to-month,55.5,No
72,Fiber optic,No,Yes,Two year,109.75,No
39,Fiber optic,Yes,No,Month-to-month,106.4,No
47,DSL,Yes,No,Two year,60,No
19,Fiber optic,Yes,Yes,Month-to-month,88.8,No
5,Fiber optic,No,No,Month-to-month,85.2,Yes
13,DSL,No,No,Month-to-month,35.1,Yes
17,Fiber optic,No,No,Month-to-month,80.05,No
34,Fiber optic,No,No,Month-to-month,75.55,No
42,DSL,No,No,Month-to-month,49.55,No
5,Fiber optic,No,No,Month-to-month,81.3,Yes
71,No,No internet service,No internet service,Two year,23.9,No
19,DSL,Yes,No,Month-to-month,66.4,No
2,No,No internet service,No internet service,Month-to-month,19.6,Yes
57,No,No internet service,No internet service,Two year,18.8,No
72,Fiber optic,No,Yes,Two year,108.4,No
6,Fiber optic,No,No,Month-to-month,85.95,No
17,Fiber optic,No,No,Month-to-month,85.45,Yes
61,DSL,No,No,Two year,80.9,No
1,Fiber optic,No,No,Month-to-month,71,Yes
48,Fiber optic,Yes,Yes,Two year,111.8,No
16,No,No internet service,No internet service,Month-to-month,20.6,No
9,Fiber optic,No,No,Month-to-month,85.05,Yes
3,DSL,No,No,Month-to-month,44.6,No
1,DSL,No,No,Month-to-month,44.4,Yes
65,Fiber optic,No,No,Two year,105.1,No
70,Fiber optic,Yes,Yes,Two year,115.15,No
60,DSL,Yes,No,One year,59.8,No
69,No,No internet service,No internet service,One year,26.3,No
35,Fiber optic,No,No,Month-to-month,70.55,No
22,No,No internet service,No internet service,Month-to-month,20.05,No
66,DSL,No,No,Two year,79.85,No
1,Fiber optic,No,No,Month-to-month,70.3,Yes
1,Fiber optic,No,No,Month-to-month,79.35,Yes
34,Fiber optic,No,No,Month-to-month,90.05,No
72,No,No internet service,No internet service,Two year,24.45,No
31,DSL,Yes,Yes,One year,59.95,No
30,No,No internet service,No internet service,One year,25.35,No
9,Fiber optic,No,No,Month-to-month,90.8,Yes
20,Fiber optic,No,No,Month-to-month,70.45,Yes
19,DSL,No,No,Month-to-month,34.3,No
65,Fiber optic,Yes,No,Month-to-month,105.05,No
30,No,No internet service,No internet service,Two year,19.3,No
6,No,No internet service,No internet service,One year,19.15,No
2,DSL,No,No,Month-to-month,51.4,No
53,DSL,Yes,Yes,Month-to-month,71.85,No
7,Fiber optic,No,No,Month-to-month,75.4,No
61,DSL,Yes,No,One year,49.7,No
70,DSL,No,No,One year,45.25,Yes
13,DSL,Yes,No,Month-to-month,78.75,No
35,Fiber optic,No,No,One year,81.6,No
2,Fiber optic,No,No,Month-to-month,70.4,No
3,Fiber optic,No,No,Month-to-month,75.8,Yes
3,Fiber optic,No,No,Month-to-month,76.1,No
62,Fiber optic,No,No,One year,94,No
72,Fiber optic,Yes,Yes,Two year,103.95,No
63,No,No internet service,No internet service,Two year,19.95,No
20,Fiber optic,No,No,Month-to-month,71.3,Yes
35,Fiber optic,Yes,Yes,One year,110.8,No
21,Fiber optic,No,No,Month-to-month,69.1,Yes
62,Fiber optic,Yes,No,One year,96.1,No
15,DSL,No,No,Month-to-month,48.8,No
55,DSL,Yes,No,Month-to-month,50.55,No
11,DSL,No,No,Month-to-month,44.65,No
17,Fiber optic,No,No,Month-to-month,88.25,Yes
61,No,No internet service,No internet service,One year,19.45,No
71,DSL,Yes,Yes,Two year,89.3,No
2,Fiber optic,No,No,Month-to-month,70,Yes
35,No,No internet service,No internet service,Two year,19.25,No
17,Fiber optic,No,No,Month-to-month,70.5,No
21,Fiber optic,No,No,Month-to-month,97.35,Yes
47,No,No internet service,No internet service,Two year,19.65,No
3,No,No internet service,No internet service,Month-to-month,20.85,No
3,No,No internet service,No internet service,Month-to-month,19.65,No
44,No,No internet service,No internet service,Two year,19.35,No
1,DSL,No,No,Month-to-month,44,No
44,Fiber optic,No,No,One year,94.4,No
5,No,No internet service,No internet service,Month-to-month,25.9,Yes
24,DSL,Yes,No,Month-to-month,55.65,Yes
1,Fiber optic,No,No,Month-to-month,69.65,Yes
18,Fiber optic,Yes,No,Month-to-month,75.4,No
10,Fiber optic,No,No,Month-to-month,100.6,Yes
65,DSL,Yes,No,Two year,71,No
1,Fiber optic,No,No,Month-to-month,86,Yes
53,Fiber optic,Yes,No,One year,106.95,Yes
3,No,No internet service,No internet service,One year,21.2,No
33,DSL,Yes,Yes,Two year,61.05,No
3,DSL,No,No,Month-to-month,29.6,Yes
34,DSL,Yes,Yes,One year,79.95,No
14,No,No internet service,No internet service,Two year,19.7,No
13,No,No internet service,No internet service,Month-to-month,20.3,No
46,DSL,No,Yes,One year,59.9,Yes
23,No,No internet service,No internet service,One year,24.35,No
47,No,No internet service,No internet service,Two year,19.75,No
17,DSL,Yes,No,Month-to-month,50.3,No
49,Fiber optic,No,No,Month-to-month,95.6,Yes
59,DSL,No,No,Month-to-month,50.25,No
69,DSL,Yes,Yes,Two year,85.35,No
11,DSL,No,No,One year,41.6,Yes
10,DSL,Yes,No,Month-to-month,51.65,No
12,No,No internet service,No internet service,Two year,24,No
45,Fiber optic,No,No,Month-to-month,100.85,Yes
39,DSL,No,No,Month-to-month,59.85,No
71,No,No internet service,No internet service,Two year,25.45,No
71,No,No internet service,No internet service,Two year,23.9,No
33,No,No internet service,No internet service,One year,24.15,No
67,Fiber optic,No,No,Month-to-month,75.7,No
37,DSL,Yes,No,Month-to-month,40.2,Yes
49,Fiber optic,No,No,Month-to-month,84.5,Yes
9,DSL,No,No,Month-to-month,50.85,No
52,Fiber optic,Yes,Yes,Two year,91.6,No
70,Fiber optic,No,No,One year,98.9,No
1,Fiber optic,No,No,Month-to-month,85,No
14,Fiber optic,No,No,Month-to-month,78.95,Yes
1,DSL,No,No,Month-to-month,44.3,No
1,No,No internet service,No internet service,Month-to-month,20.2,Yes
52,Fiber optic,No,No,One year,80.2,No
6,DSL,No,No,Month-to-month,60.9,No
7,DSL,Yes,No,Month-to-month,34.2,No
47,Fiber optic,No,No,Month-to-month,85.2,Yes
26,Fiber optic,Yes,Yes,One year,87.15,No
25,DSL,Yes,Yes,Month-to-month,54.3,No
69,No,No internet service,No internet service,Two year,19.1,No
72,Fiber optic,Yes,Yes,Two year,112.75,No
4,No,No internet service,No internet service,Month-to-month,19.95,No
59,No,No internet service,No internet service,Two year,19.5,No
67,DSL,Yes,No,Two year,65.55,No
26,Fiber optic,No,No,Month-to-month,78.8,No
27,DSL,No,Yes,One year,78.2,No
72,Fiber optic,Yes,No,Two year,105.25,No
6,Fiber optic,No,Yes,Month-to-month,89.25,No
62,No,No internet service,No internet service,Two year,20.65,No
20,DSL,No,Yes,One year,68.7,No
6,DSL,Yes,Yes,Month-to-month,78.65,No
51,No,No internet service,No internet service,Two year,24.75,No
61,No,No internet service,No internet service,Two year,19.75,No
62,Fiber optic,Yes,No,Month-to-month,89.1,No
72,Fiber optic,Yes,Yes,Two year,84.7,No
13,Fiber optic,No,No,Month-to-month,98,Yes
5,Fiber optic,No,No,Month-to-month,94.45,Yes
3,Fiber optic,No,No,Month-to-month,105,Yes
26,Fiber optic,No,No,Month-to-month,93.85,Yes
13,DSL,No,No,Month-to-month,59.9,No
38,No,No internet service,No internet service,Two year,19.95,No
8,Fiber optic,No,No,Month-to-month,84,Yes
34,Fiber optic,No,Yes,Month-to-month,108.9,No
18,DSL,Yes,No,Month-to-month,33.6,No
56,Fiber optic,No,Yes,One year,85.85,No
36,DSL,No,Yes,Month-to-month,34.85,No
9,DSL,No,No,Month-to-month,48.75,Yes
1,Fiber optic,No,No,Month-to-month,84.85,Yes
12,DSL,Yes,Yes,Month-to-month,56.65,Yes
57,Fiber optic,No,Yes,Month-to-month,95.3,No
42,DSL,Yes,Yes,One year,73.9,Yes
33,No,No internet service,No internet service,Two year,24.5,Yes
70,Fiber optic,Yes,Yes,Two year,84.6,No
68,DSL,No,Yes,Month-to-month,44.95,No
1,DSL,No,No,Month-to-month,24.7,No
37,Fiber optic,No,Yes,Month-to-month,100.3,No
4,No,No internet service,No internet service,Month-to-month,25.45,No
1,DSL,Yes,No,Month-to-month,50.7,No
20,DSL,Yes,Yes,Month-to-month,55,No
72,DSL,Yes,Yes,Two year,68.4,No
31,Fiber optic,No,No,Month-to-month,89.9,Yes
18,Fiber optic,No,No,Month-to-month,78.55,Yes
11,DSL,No,No,Month-to-month,55.05,No
33,No,No internet service,No internet service,Two year,19.8,No
62,Fiber optic,No,No,One year,84.45,No
1,DSL,No,Yes,Month-to-month,35.9,No
16,Fiber optic,Yes,No,Month-to-month,80.75,No
22,DSL,No,Yes,One year,78.65,No
49,DSL,Yes,Yes,Month-to-month,61.75,No
36,DSL,Yes,No,One year,63.7,No
42,Fiber optic,No,Yes,Month-to-month,99.45,Yes
4,DSL,No,No,Month-to-month,25.2,Yes
12,DSL,No,Yes,One year,74.05,Yes
31,Fiber optic,Yes,Yes,Month-to-month,87.6,No
5,Fiber optic,Yes,No,Month-to-month,89.15,No
66,No,No internet service,No internet service,Two year,20,No
15,DSL,No,Yes,Month-to-month,55,Yes
64,Fiber optic,No,No,Two year,104.4,No
10,No,No internet service,No internet service,Month-to-month,20.05,No
7,Fiber optic,No,Yes,Month-to-month,89.75,Yes
29,DSL,No,Yes,Month-to-month,34.3,No
57,No,No internet service,No internet service,Two year,20.65,No
46,Fiber optic,Yes,No,Month-to-month,84.25,No
53,No,No internet service,No internet service,Two year,19.65,No
17,DSL,Yes,Yes,One year,79.85,No
38,No,No internet service,No internet service,Two year,20.2,No
15,No,No internet service,No internet service,One year,19.8,No
22,DSL,No,No,Month-to-month,50.35,No
14,Fiber optic,No,No,Month-to-month,85.15,Yes
57,DSL,No,Yes,One year,74.6,No
11,Fiber optic,No,No,Month-to-month,79.15,No
1,No,No internet service,No internet service,Two year,20.35,No
12,No,No internet service,No internet service,Two year,21.05,No
3,Fiber optic,No,No,Month-to-month,94.6,Yes
36,Fiber optic,No,No,Month-to-month,94.7,No
16,Fiber optic,Yes,No,Month-to-month,94.25,Yes
65,DSL,Yes,No,One year,72.45,Yes
2,Fiber optic,No,No,Month-to-month,74.95,No
42,Fiber optic,Yes,No,Month-to-month,105.2,Yes
72,Fiber optic,Yes,Yes,Two year,111.95,No
62,No,No internet service,No internet service,Two year,19.85,No
6,Fiber optic,No,No,Month-to-month,89.75,No
48,No,No internet service,No internet service,Two year,20.05,No
35,Fiber optic,Yes,Yes,Two year,108.95,No
52,No,No internet service,No internet service,One year,19.65,No
1,DSL,No,No,Month-to-month,24.9,No
6,Fiber optic,No,No,Month-to-month,82.85,Yes
71,DSL,Yes,Yes,Two year,93.2,No
67,Fiber optic,Yes,No,One year,84.8,No
60,DSL,Yes,No,One year,71.75,No
23,DSL,No,Yes,Month-to-month,30.35,No
39,DSL,No,Yes,One year,54.85,No
15,No,No internet service,No internet service,One year,19.5,No
53,Fiber optic,No,No,Month-to-month,103.85,Yes
24,No,No internet service,No internet service,Two year,24.2,No
37,No,No internet service,No internet service,Month-to-month,19.35,No
5,Fiber optic,No,No,Month-to-month,83.6,Yes
50,Fiber optic,No,Yes,One year,100.65,No
54,Fiber optic,No,No,One year,94.1,No
3,Fiber optic,Yes,No,Month-to-month,74.55,No
68,Fiber optic,No,Yes,One year,108.45,Yes
5,DSL,No,Yes,Month-to-month,56.15,No
33,No,No internet service,No internet service,Two year,20.35,No
41,DSL,No,No,One year,80.55,No
34,DSL,Yes,Yes,One year,61.25,No
13,No,No internet service,No internet service,Month-to-month,20.45,No
20,No,No internet service,No internet service,Month-to-month,18.9,No
51,No,No internet service,No internet service,Two year,19.6,No
3,Fiber optic,No,No,Month-to-month,91.5,Yes
41,DSL,No,No,Month-to-month,45.2,No
13,No,No internet service,No internet service,Month-to-month,19.45,No
35,No,No internet service,No internet service,Two year,25.45,No
12,Fiber optic,Yes,Yes,Month-to-month,80.85,Yes
4,Fiber optic,Yes,Yes,Month-to-month,94.9,No
43,DSL,No,No,Month-to-month,49.05,Yes
12,DSL,No,Yes,Month-to-month,29.3,No
68,Fiber optic,No,No,Month-to-month,105.3,Yes
25,Fiber optic,No,No,Month-to-month,88.95,Yes
7,No,No internet service,No internet service,One year,20.25,No
66,Fiber optic,No,Yes,One year,110.85,Yes
53,Fiber optic,Yes,Yes,One year,110.5,No
63,Fiber optic,Yes,No,Month-to-month,109.4,No
70,Fiber optic,Yes,Yes,Two year,114.2,Yes
27,DSL,No,No,Month-to-month,36.5,Yes
1,Fiber optic,No,No,Month-to-month,70.75,Yes
5,No,No internet service,No internet service,Month-to-month,19.95,No
37,No,No internet service,No internet service,One year,19.6,No
3,DSL,No,No,Month-to-month,40.15,Yes
12,Fiber optic,No,No,Month-to-month,76.6,No
38,No,No internet service,No internet service,One year,19.6,No
9,Fiber optic,No,No,Month-to-month,85.3,No
13,DSL,Yes,No,Month-to-month,65.85,No
29,Fiber optic,No,No,Month-to-month,94.45,Yes
47,No,No internet service,No internet service,Two year,20.05,No
61,Fiber optic,Yes,Yes,Month-to-month,99.4,No
16,No,No internet service,No internet service,Month-to-month,20,No
41,DSL,Yes,Yes,Two year,78.45,No
43,No,No internet service,No internet service,Two year,25.1,No
36,Fiber optic,No,No,Month-to-month,97.35,Yes
6,DSL,No,No,Month-to-month,55,No
58,DSL,Yes,Yes,One year,71.1,No
19,DSL,No,Yes,Month-to-month,61.55,No
11,DSL,No,No,Month-to-month,45.9,No
39,DSL,Yes,Yes,One year,40.3,No
8,Fiber optic,No,No,Month-to-month,87.1,No
26,DSL,No,No,Month-to-month,49.5,No
53,Fiber optic,No,No,Month-to-month,73.8,No
70,No,No internet service,No internet service,Two year,19.2,No
1,DSL,No,No,Month-to-month,45.3,Yes
59,No,No internet service,No internet service,Two year,25,No
2,Fiber optic,No,No,Month-to-month,94.95,Yes
7,DSL,Yes,No,One year,35.3,No
12,DSL,No,No,Month-to-month,44.55,Yes
59,DSL,No,Yes,One year,76.75,No
61,DSL,No,Yes,Two year,81,No
72,Fiber optic,Yes,No,Two year,105.55,No
13,No,No internet service,No internet service,Month-to-month,18.8,No
64,No,No internet service,No internet service,One year,24.9,No
1,DSL,No,No,Month-to-month,23.45,Yes
10,DSL,No,Yes,One year,64.9,No
65,DSL,Yes,No,One year,61.35,No
62,Fiber optic,Yes,Yes,Two year,113.95,No
55,DSL,Yes,Yes,One year,90.15,No
25,DSL,No,No,Month-to-month,54.1,No
1,DSL,Yes,No,Month-to-month,29.7,Yes
1,DSL,Yes,No,Month-to-month,49.8,No
59,Fiber optic,No,No,Month-to-month,101.1,Yes
64,No,No internet service,No internet service,Two year,24.4,No
36,Fiber optic,No,No,Month-to-month,95,No
3,DSL,No,No,Month-to-month,50.65,Yes
61,DSL,Yes,No,Two year,69.9,No
26,DSL,No,No,One year,39.95,No
1,DSL,No,No,Month-to-month,55.4,Yes
1,Fiber optic,No,No,Month-to-month,90.6,Yes
68,Fiber optic,Yes,No,Two year,103.25,No
2,Fiber optic,No,No,Month-to-month,86.85,Yes
72,Fiber optic,Yes,Yes,Two year,94.25,No
71,DSL,No,Yes,Two year,47.05,No
57,No,No internet service,No internet service,Two year,20.55,No
4,No,No internet service,No internet service,Month-to-month,19.65,No
1,Fiber optic,No,No,Month-to-month,70.2,No
72,DSL,Yes,Yes,Two year,81,No
21,DSL,Yes,No,One year,75.9,No
71,No,No internet service,No internet service,Two year,24.7,No
29,Fiber optic,No,No,Month-to-month,99.05,Yes
69,Fiber optic,Yes,Yes,Two year,110.25,No
64,DSL,Yes,Yes,Two year,85,No
16,No,No internet service,No internet service,Month-to-month,19.75,No
4,No,No internet service,No internet service,One year,23.9,No
52,Fiber optic,Yes,Yes,One year,111.25,Yes
2,DSL,Yes,No,Month-to-month,55.1,Yes
1,No,No internet service,No internet service,Month-to-month,19.95,No
18,DSL,No,No,Month-to-month,25.15,No
2,DSL,No,No,Month-to-month,54.15,No
19,DSL,No,No,Month-to-month,59.8,No
40,Fiber optic,No,No,Month-to-month,83.85,No
66,Fiber optic,No,No,One year,104.9,No
21,Fiber optic,No,No,Month-to-month,75.3,No
8,DSL,No,Yes,Month-to-month,66.65,No
72,Fiber optic,Yes,Yes,Two year,109.5,No
48,DSL,No,Yes,One year,73.85,No
69,No,No internet service,No internet service,Two year,19.3,No
72,Fiber optic,Yes,Yes,Two year,118.2,No
14,DSL,No,No,One year,51.45,No
6,DSL,No,No,Month-to-month,59.45,No
8,No,No internet service,No internet service,Two year,19.5,No
17,No,No internet service,No internet service,One year,19.55,No
65,Fiber optic,Yes,Yes,One year,93.55,No
57,DSL,Yes,Yes,One year,59.3,No
13,Fiber optic,No,No,Month-to-month,102.25,Yes
19,Fiber optic,No,No,Month-to-month,95.9,Yes
56,Fiber optic,Yes,No,One year,109.8,No
14,Fiber optic,No,No,Month-to-month,78.1,No
52,DSL,Yes,No,Month-to-month,39.9,No
58,DSL,Yes,Yes,Two year,64.9,No
47,Fiber optic,No,Yes,Month-to-month,95.05,Yes
67,DSL,No,Yes,Month-to-month,53.4,No
2,DSL,No,No,Month-to-month,24.9,No
6,DSL,No,No,Month-to-month,44.7,No
71,Fiber optic,Yes,Yes,Two year,114,No
46,No,No internet service,No internet service,Two year,20.25,No
5,DSL,Yes,Yes,Month-to-month,53.85,Yes
67,Fiber optic,Yes,No,Month-to-month,83.85,No
3,No,No internet service,No internet service,Month-to-month,20.2,No
3,No,No internet service,No internet service,Month-to-month,19.95,No
52,Fiber optic,Yes,No,Month-to-month,104.2,Yes
42,DSL,No,No,Month-to-month,50.25,Yes
50,No,No internet service,No internet service,One year,20.35,No
23,Fiber optic,Yes,No,Month-to-month,90,No
67,DSL,Yes,Yes,Two year,54.2,No
25,Fiber optic,No,No,Month-to-month,99.5,Yes
39,Fiber optic,Yes,No,One year,99.1,No
69,DSL,Yes,Yes,Two year,66.9,No
1,DSL,No,No,One year,25.85,No
32,Fiber optic,No,No,Month-to-month,91.05,No
9,Fiber optic,No,No,Month-to-month,71,Yes
16,Fiber optic,No,No,Month-to-month,93.2,Yes
60,No,No internet service,No internet service,Two year,20.95,No
72,Fiber optic,No,Yes,Two year,109.2,No
5,No,No internet service,No internet service,Month-to-month,19.35,Yes
26,Fiber optic,Yes,No,Month-to-month,85.8,No
3,No,No internet service,No internet service,Month-to-month,19.85,Yes
2,No,No internet service,No internet service,Month-to-month,19.65,No
2,No,No internet service,No internet service,One year,20.5,No
36,DSL,Yes,Yes,One year,89.65,No
7,Fiber optic,Yes,No,Month-to-month,74.35,No
60,DSL,No,No,Two year,49.45,No
19,Fiber optic,No,No,Month-to-month,89.1,No
45,DSL,Yes,Yes,Two year,75.15,No
4,Fiber optic,No,No,Month-to-month,70.65,No
31,Fiber optic,No,Yes,Month-to-month,104.2,Yes
47,Fiber optic,Yes,No,Month-to-month,90.05,No
1,Fiber optic,No,No,Month-to-month,79.25,Yes
1,DSL,No,No,Month-to-month,44.9,Yes
1,No,No internet service,No internet service,Month-to-month,19.4,No
59,Fiber optic,No,No,Month-to-month,88.75,No
10,Fiber optic,No,No,Month-to-month,70.1,Yes
35,Fiber optic,Yes,No,Month-to-month,91,No
4,DSL,No,No,Month-to-month,29.65,Yes
32,Fiber optic,Yes,No,One year,90.8,No
43,Fiber optic,No,No,Month-to-month,77.85,Yes
4,DSL,No,No,Month-to-month,54.3,Yes
54,No,No internet service,No internet service,Two year,18.95,No
11,Fiber optic,No,No,Month-to-month,95.15,Yes
66,Fiber optic,Yes,No,Two year,102.4,No
61,Fiber optic,No,No,One year,99.9,No
72,DSL,Yes,Yes,Two year,88.7,No
44,DSL,No,Yes,One year,54.3,No
41,DSL,No,No,Month-to-month,55.7,No
